danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
0.77,0.573,-11.773,1,0.0354,0.00281,0.891,0.0985,0.533,102.017,1,0,0,0,0,0,0,0,0,0,0,0
0.201,0.0659,-27.143,1,0.0521,0.972,0.931,0.0551,0.089,91.363,0,0,0,0,0,1,0,0,0,0,0,0
0.605,0.795,-9.146,0,0.149,0.0596,6.6e-06,0.378,0.19,99.987,0,0,0,0,0,0,0,0,0,0,1,0
0.121,0.0915,-23.849,1,0.0437,0.641,0.932,0.134,0.0261,95.881,1,0,0,0,0,0,0,0,0,0,0,0
0.406,0.871,-6.496,0,0.0914,0.000718,0.539,0.375,0.188,149.957,0,0,0,0,0,0,0,0,0,1,0,0
0.417,0.263,-10.654,1,0.0398,0.885,0.0,0.128,0.701,180.343,1,0,0,0,0,0,0,0,0,0,0,0
0.58,0.622,-13.001,1,0.04,0.761,1.09e-05,0.362,0.825,132.685,0,0,0,0,0,0,0,0,0,0,0,1
0.463,0.946,-3.651,1,0.0582,0.000149,0.000195,0.554,0.219,119.977,0,1,0,0,0,0,0,0,0,0,0,0
0.219,0.32,-13.52,0,0.035,0.694,3.07e-06,0.399,0.285,174.108,0,0,0,0,0,0,0,0,0,1,0,0
0.826,0.495,-8.926,1,0.0586,0.00579,0.904,0.101,0.561,127.986,0,0,0,0,0,0,0,1,0,0,0,0
0.479,0.993,-3.77,1,0.188,0.0772,0.254,0.12,0.0957,150.001,0,0,0,0,0,1,0,0,0,0,0,0
0.707,0.843,-4.036,0,0.0779,0.0268,0.0,0.374,0.766,100.021,0,0,0,0,0,0,1,0,0,0,0,0
0.84,0.884,-3.217,1,0.334,0.427,0.0,0.0885,0.972,118.007,1,0,0,0,0,0,0,0,0,0,0,0
0.594,0.953,-7.122,1,0.239,0.0161,0.0556,0.166,0.809,179.937,0,0,0,0,0,0,1,0,0,0,0,0
0.811,0.772,-3.864,1,0.115,0.424,0.0,0.164,0.0773,140.004,0,1,0,0,0,0,0,0,0,0,0,0
0.499,0.747,-5.476,1,0.0558,0.0187,9.64e-05,0.0932,0.685,123.347,0,0,0,0,0,0,0,0,0,0,0,1
0.495,0.556,-7.49,1,0.041,0.638,0.0,0.123,0.366,159.996,0,0,0,1,0,0,0,0,0,0,0,0
0.558,0.335,-23.405,1,0.0509,0.465,0.0362,0.175,0.304,118.955,0,0,1,0,0,0,0,0,0,0,0,0
0.599,0.396,-12.277,1,0.185,0.153,4.82e-06,0.0974,0.228,79.902,0,0,0,0,0,0,0,1,0,0,0,0
0.592,0.726,-7.112,0,0.383,0.0714,0.0,0.282,0.504,79.484,0,0,0,0,0,1,0,0,0,0,0,0
0.473,0.552,-7.568,1,0.0486,0.486,0.0,0.143,0.187,76.053,1,0,0,0,0,0,0,0,0,0,0,0
0.644,0.502,-9.57,1,0.42,0.394,0.0,0.142,0.431,113.93,0,0,0,0,0,0,0,0,0,0,1,0
0.758,0.862,-6.573,1,0.0518,0.0193,0.38,0.406,0.371,149.992,1,0,0,0,0,0,0,0,0,0,0,0
0.292,0.339,-13.153,1,0.032,0.923,0.879,0.111,0.343,100.69,0,0,0,0,0,0,0,1,0,0,0,0
0.603,0.326,-12.698,0,0.0801,0.318,0.00113,0.0859,0.49,104.41,0,0,0,0,0,0,0,0,0,0,1,0
0.676,0.597,-6.759,1,0.0526,0.143,0.00657,0.293,0.439,110.728,0,0,0,0,0,1,0,0,0,0,0,0
0.358,0.414,-16.572,1,0.036,0.812,0.528,0.0849,0.616,149.742,0,0,0,0,1,0,0,0,0,0,0,0
0.825,0.527,-12.187,1,0.328,0.237,0.0,0.0799,0.925,120.099,1,0,0,0,0,0,0,0,0,0,0,0
0.665,0.443,-8.076,1,0.0803,0.582,0.0,0.113,0.662,122.872,1,0,0,0,0,0,0,0,0,0,0,0
0.598,0.931,-2.533,1,0.0548,0.0109,0.0,0.291,0.719,130.054,0,0,0,0,0,0,0,1,0,0,0,0
0.0,0.0146,-19.407,1,0.0,2.65e-06,0.831,0.31,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0
0.503,0.665,-6.302,0,0.0801,0.124,0.000155,0.175,0.597,174.974,0,0,0,0,0,0,0,1,0,0,0,0
0.785,0.732,-6.177,1,0.0513,0.059,3.74e-06,0.524,0.798,137.946,0,0,0,0,0,1,0,0,0,0,0,0
0.529,0.604,-6.757,1,0.0422,0.496,0.0,0.119,0.583,170.136,0,0,0,0,0,0,0,0,1,0,0,0
0.378,0.379,-16.888,0,0.136,0.961,0.835,0.682,0.347,135.92,0,0,0,0,0,0,0,0,0,0,1,0
0.526,0.816,-7.87,0,0.424,0.245,1.3e-05,0.325,0.629,100.596,0,0,0,0,0,0,1,0,0,0,0,0
0.768,0.956,-2.544,1,0.039,0.0942,0.0,0.207,0.88,125.931,1,0,0,0,0,0,0,0,0,0,0,0
0.514,0.863,-3.151,0,0.184,0.195,0.0,0.07,0.931,189.534,0,1,0,0,0,0,0,0,0,0,0,0
0.552,0.693,-10.577,1,0.0393,0.437,2.27e-05,0.115,0.832,173.855,0,0,0,0,0,0,0,0,1,0,0,0
0.547,0.456,-10.774,1,0.182,0.0623,0.0,0.276,0.305,88.819,1,0,0,0,0,0,0,0,0,0,0,0
0.379,0.801,-10.539,0,0.0621,0.0335,0.0538,0.436,0.129,124.979,0,0,0,0,0,0,0,1,0,0,0,0
0.751,0.957,-6.472,0,0.0466,0.0242,0.803,0.257,0.926,129.006,0,1,0,0,0,0,0,0,0,0,0,0
0.443,0.938,-3.01,1,0.106,4.42e-05,5.71e-06,0.32,0.439,169.995,0,0,0,0,0,0,0,0,1,0,0,0
0.511,0.33,-7.122,1,0.0585,0.609,0.846,0.0982,0.259,196.045,0,0,1,0,0,0,0,0,0,0,0,0
0.839,0.412,-8.816,0,0.0935,0.287,0.000796,0.101,0.607,139.901,0,0,0,0,0,0,0,0,0,0,0,1
0.419,0.866,-4.161,1,0.0337,0.31,3.15e-06,0.221,0.964,153.404,0,0,0,0,1,0,0,0,0,0,0,0
0.596,0.921,-2.372,1,0.258,0.153,0.0,0.0922,0.529,171.96,0,0,1,0,0,0,0,0,0,0,0,0
0.851,0.818,-4.637,1,0.0789,0.112,2.94e-06,0.0945,0.808,119.006,0,0,0,0,1,0,0,0,0,0,0,0
0.626,0.596,-6.726,0,0.301,0.126,0.0,0.349,0.791,54.155,0,1,0,0,0,0,0,0,0,0,0,0
0.916,0.57,-14.339,1,0.391,0.00587,0.0,0.11,0.496,106.988,0,1,0,0,0,0,0,0,0,0,0,0
0.71,0.891,-3.813,1,0.0446,0.278,4.91e-06,0.118,0.603,106.076,0,0,0,0,0,0,0,0,1,0,0,0
0.637,0.844,-1.907,0,0.0333,0.25,0.0,0.319,0.786,121.097,0,0,0,0,1,0,0,0,0,0,0,0
0.761,0.561,-12.306,1,0.0354,0.129,7.71e-06,0.0833,0.966,117.483,0,0,0,0,1,0,0,0,0,0,0,0
0.417,0.455,-10.075,1,0.0286,0.789,7.96e-05,0.189,0.51,142.128,1,0,0,0,0,0,0,0,0,0,0,0
0.882,0.797,-3.299,0,0.0819,0.0821,0.0,0.113,0.824,105.025,0,0,0,0,0,0,0,0,0,0,1,0
0.643,0.617,-4.95,0,0.041,0.194,0.0,0.0989,0.592,82.029,0,1,0,0,0,0,0,0,0,0,0,0
0.623,0.857,-10.752,0,0.0358,0.0967,0.815,0.093,0.897,128.715,0,0,0,0,0,1,0,0,0,0,0,0
0.365,0.958,-5.302,1,0.158,1.35e-05,0.135,0.0186,0.127,99.971,0,0,0,0,1,0,0,0,0,0,0,0
0.588,0.732,-3.403,0,0.0346,0.168,0.000537,0.0532,0.751,114.18,0,0,0,0,0,0,1,0,0,0,0,0
0.863,0.501,-8.753,0,0.0433,0.0164,0.0,0.272,0.357,99.994,0,0,0,0,0,0,0,0,0,1,0,0
0.477,0.959,-4.121,1,0.232,0.0901,0.0,0.138,0.623,135.864,0,0,0,0,0,0,0,0,0,1,0,0
0.402,0.646,-8.087,0,0.0498,0.0516,0.0,0.12,0.0956,144.93,0,1,0,0,0,0,0,0,0,0,0,0
0.656,0.55,-6.327,1,0.0589,0.708,0.0,0.475,0.868,79.321,0,0,1,0,0,0,0,0,0,0,0,0
0.669,0.879,-8.784,1,0.0693,0.148,0.00761,0.0659,0.895,179.536,0,1,0,0,0,0,0,0,0,0,0,0
0.329,0.518,-7.715,1,0.0286,0.0749,0.0278,0.149,0.187,166.115,0,0,0,1,0,0,0,0,0,0,0,0
0.601,0.849,-6.654,0,0.0338,0.00151,0.114,0.104,0.0781,126.99,0,0,0,0,1,0,0,0,0,0,0,0
0.641,0.752,-6.677,1,0.0439,0.58,0.0,0.95,0.691,149.901,0,0,0,1,0,0,0,0,0,0,0,0
0.56,0.761,-5.202,1,0.0879,0.126,0.0,0.0896,0.236,140.555,0,0,0,0,0,0,0,0,0,1,0,0
0.503,0.459,-10.306,0,0.0357,0.726,0.0353,0.101,0.378,180.026,0,0,0,0,1,0,0,0,0,0,0,0
0.229,0.334,-10.818,1,0.0368,0.763,7.17e-06,0.166,0.142,172.294,0,0,0,0,0,1,0,0,0,0,0,0
0.523,0.908,-5.009,0,0.0799,0.00179,0.00543,0.168,0.328,121.0,0,0,0,0,0,0,1,0,0,0,0,0
0.526,0.207,-24.234,1,0.0574,0.942,0.889,0.113,0.163,121.274,1,0,0,0,0,0,0,0,0,0,0,0
0.169,0.0413,-27.419,1,0.0474,0.994,0.958,0.12,0.0431,90.832,0,0,0,1,0,0,0,0,0,0,0,0
0.582,0.975,-4.907,0,0.0711,3.83e-05,0.798,0.101,0.0837,145.02,0,0,0,0,0,0,1,0,0,0,0,0
0.601,0.394,-6.419,0,0.0619,0.917,5.42e-06,0.114,0.261,124.002,0,0,0,0,0,0,0,0,0,1,0,0
0.456,0.879,-6.04,1,0.0413,0.761,2.62e-05,0.0794,0.967,165.168,0,0,0,0,0,0,0,1,0,0,0,0
0.727,0.634,-12.025,0,0.063,0.00235,0.842,0.0999,0.333,92.001,0,0,0,0,0,0,0,0,0,0,1,0
0.0647,0.996,-4.623,0,0.392,0.0355,8.62e-06,0.198,0.03,206.761,0,0,0,0,1,0,0,0,0,0,0,0
0.383,0.875,-9.994,1,0.0452,4.36e-05,0.87,0.115,0.262,134.998,0,0,0,0,0,0,0,0,1,0,0,0
0.264,0.13,-15.167,0,0.0437,0.891,0.0,0.105,0.0899,172.034,0,1,0,0,0,0,0,0,0,0,0,0
0.26,0.311,-17.47,1,0.0335,0.967,0.956,0.177,0.171,101.797,0,0,0,1,0,0,0,0,0,0,0,0
0.483,0.954,-3.578,1,0.149,0.104,0.0,0.475,0.309,93.827,0,0,1,0,0,0,0,0,0,0,0,0
0.546,0.589,-8.899,0,0.0342,0.657,1.61e-05,0.281,0.303,132.973,0,0,0,0,0,0,0,0,0,1,0,0
0.357,0.965,-4.323,1,0.294,0.166,0.0,0.396,0.164,177.91,0,0,0,0,0,0,0,0,1,0,0,0
0.808,0.855,-4.683,0,0.0779,0.673,2.29e-05,0.0409,0.85,123.918,0,0,0,0,0,1,0,0,0,0,0,0
0.801,0.993,-1.604,1,0.0916,0.0932,0.0,0.275,0.958,134.018,0,0,0,0,0,0,0,1,0,0,0,0
0.582,0.705,-8.169,1,0.0539,0.29,1.38e-06,0.797,0.64,128.89,0,0,0,1,0,0,0,0,0,0,0,0
0.239,0.419,-9.635,1,0.0314,0.188,0.188,0.112,0.0379,102.709,0,1,0,0,0,0,0,0,0,0,0,0
0.489,0.827,-5.991,1,0.0291,0.102,0.0153,0.343,0.533,154.935,0,0,0,0,1,0,0,0,0,0,0,0
0.82,0.442,-12.099,1,0.0543,0.724,0.925,0.0971,0.964,89.9,0,0,0,0,0,1,0,0,0,0,0,0
0.728,0.916,-5.371,0,0.0762,0.0731,0.0,0.423,0.805,104.033,0,0,0,0,0,0,0,0,0,0,1,0
0.39,0.995,-5.372,1,0.142,1.54e-06,0.941,0.306,0.176,132.915,0,0,0,0,0,0,0,0,0,1,0,0
0.574,0.768,-3.388,1,0.0314,0.4,1.68e-06,0.0537,0.349,129.97,0,0,0,0,0,0,0,0,1,0,0,0
0.448,0.958,-3.343,1,0.0822,0.00951,0.0517,0.173,0.139,119.999,0,0,0,0,0,0,0,0,0,0,0,1
0.593,0.164,-15.002,1,0.107,0.97,0.946,0.106,0.327,80.065,0,0,0,0,0,0,1,0,0,0,0,0
0.465,0.23,-13.791,0,0.0325,0.349,2.85e-06,0.539,0.114,123.102,0,0,0,0,0,1,0,0,0,0,0,0
0.682,0.806,-6.184,1,0.0418,0.000461,0.0,0.217,0.872,109.972,1,0,0,0,0,0,0,0,0,0,0,0
0.536,0.455,-11.351,1,0.0286,0.00426,0.000941,0.687,0.558,80.012,0,0,1,0,0,0,0,0,0,0,0,0
0.54,0.719,-5.744,1,0.0284,0.00833,0.000158,0.158,0.238,122.043,0,0,0,0,0,0,0,0,0,0,1,0
0.581,0.436,-6.581,1,0.243,0.0443,0.9,0.123,0.113,84.878,0,1,0,0,0,0,0,0,0,0,0,0
0.653,0.216,-12.95,1,0.0297,0.655,1.31e-06,0.106,0.515,114.207,0,0,0,0,1,0,0,0,0,0,0,0
0.5,0.429,-12.754,0,0.0396,0.457,0.408,0.364,0.0817,82.496,0,0,0,0,0,1,0,0,0,0,0,0
0.385,0.361,-8.77,1,0.0339,0.774,8.09e-06,0.109,0.321,137.293,0,0,0,1,0,0,0,0,0,0,0,0
0.401,0.852,-8.021,1,0.0387,0.00135,0.00153,0.848,0.558,125.702,1,0,0,0,0,0,0,0,0,0,0,0
0.153,0.736,-4.312,0,0.174,1.33e-06,0.932,0.397,0.152,107.357,0,0,0,0,1,0,0,0,0,0,0,0
0.261,0.231,-15.826,0,0.0388,0.271,0.9,0.239,0.0396,119.89,0,0,0,0,0,0,0,0,0,1,0,0
0.556,0.603,-7.801,1,0.0424,0.648,0.0,0.947,0.337,148.01,1,0,0,0,0,0,0,0,0,0,0,0
0.504,0.0248,-26.158,1,0.0603,0.993,0.969,0.109,0.198,113.122,0,0,0,1,0,0,0,0,0,0,0,0
0.408,0.749,-15.217,1,0.938,0.871,0.0,0.957,0.363,71.53,0,0,0,0,0,0,0,0,0,1,0,0
0.509,0.986,-1.871,0,0.0991,0.179,0.662,0.0805,0.0385,175.005,0,0,0,0,0,0,1,0,0,0,0,0
0.35,0.946,-5.254,0,0.0994,1.72e-05,0.639,0.185,0.41,107.725,0,0,0,0,0,0,1,0,0,0,0,0
0.682,0.92,-1.544,1,0.278,0.177,0.00158,0.0443,0.835,82.228,0,0,0,0,0,0,0,0,0,0,1,0
0.371,0.862,-6.108,0,0.0735,0.0731,0.0,0.388,0.169,157.875,1,0,0,0,0,0,0,0,0,0,0,0
0.717,0.508,-5.318,1,0.0295,0.889,0.0,0.185,0.762,107.99,0,0,0,1,0,0,0,0,0,0,0,0
0.643,0.78,-5.481,0,0.0897,0.0401,0.0,0.221,0.372,123.922,1,0,0,0,0,0,0,0,0,0,0,0
0.89,0.707,-8.17,1,0.106,0.322,0.0,0.193,0.875,105.001,0,1,0,0,0,0,0,0,0,0,0,0
0.39,0.536,-6.663,1,0.0295,0.495,2.23e-05,0.152,0.397,137.964,0,0,1,0,0,0,0,0,0,0,0,0
0.487,0.82,-10.322,1,0.0436,1.44e-05,0.541,0.274,0.215,108.019,0,1,0,0,0,0,0,0,0,0,0,0
0.847,0.736,-5.875,1,0.0369,0.508,0.00135,0.202,0.969,113.593,0,0,1,0,0,0,0,0,0,0,0,0
0.161,0.0459,-29.584,0,0.0372,0.678,0.00584,0.148,0.152,70.074,0,0,0,0,0,0,1,0,0,0,0,0
0.5,0.906,-5.819,0,0.0698,0.00438,0.359,0.1,0.165,165.073,0,0,0,0,0,1,0,0,0,0,0,0
0.482,0.663,-9.111,1,0.0545,0.685,0.0,0.461,0.684,206.184,0,0,0,0,0,0,0,0,0,1,0,0
0.349,0.101,-20.304,1,0.0387,0.943,0.0,0.0798,0.306,100.857,0,0,0,1,0,0,0,0,0,0,0,0
0.3,0.897,-1.6,0,0.0481,0.0251,0.0,0.328,0.237,150.062,1,0,0,0,0,0,0,0,0,0,0,0
0.664,0.892,-3.238,1,0.0333,0.119,0.867,0.118,0.288,123.014,0,1,0,0,0,0,0,0,0,0,0,0
0.624,0.535,-10.531,1,0.0376,0.642,5.31e-06,0.114,0.577,114.867,1,0,0,0,0,0,0,0,0,0,0,0
0.624,0.879,-4.173,0,0.0613,0.022,2.92e-06,0.433,0.76,128.991,0,0,0,0,0,0,0,0,0,0,0,1
0.447,0.206,-11.75,1,0.0519,0.956,4.56e-06,0.107,0.327,66.734,0,0,0,1,0,0,0,0,0,0,0,0
0.171,0.752,-5.515,0,0.0414,0.0224,0.0,0.317,0.165,72.895,0,0,0,0,0,0,1,0,0,0,0,0
0.416,0.192,-12.525,1,0.034,0.911,1.5e-05,0.107,0.222,102.49,0,0,0,0,0,0,0,0,0,0,0,1
0.393,0.805,-2.52,1,0.0471,0.000555,0.000137,0.0746,0.325,74.931,0,1,0,0,0,0,0,0,0,0,0,0
0.207,0.989,-4.441,1,0.0955,2.2e-06,0.613,0.399,0.0387,110.653,0,0,1,0,0,0,0,0,0,0,0,0
0.348,0.727,-6.782,1,0.38,0.257,0.0,0.162,0.648,185.076,0,1,0,0,0,0,0,0,0,0,0,0
0.856,0.601,-8.942,1,0.0856,0.0468,0.0,0.0707,0.632,136.898,0,0,0,0,0,0,0,0,1,0,0,0
0.615,0.556,-7.206,1,0.0302,0.738,0.000534,0.0852,0.685,156.863,0,0,0,0,0,0,0,0,0,0,1,0
0.567,0.946,-3.973,0,0.0935,0.00267,0.0,0.0567,0.699,94.985,0,0,1,0,0,0,0,0,0,0,0,0
0.462,0.0787,-24.908,0,0.0362,0.971,0.873,0.108,0.04,124.963,0,0,0,0,0,0,0,0,0,1,0,0
0.804,0.788,-4.586,0,0.0598,0.118,0.0,0.215,0.837,96.007,0,1,0,0,0,0,0,0,0,0,0,0
0.403,0.259,-11.371,1,0.166,0.829,1.61e-06,0.0451,0.473,69.283,0,0,0,0,0,1,0,0,0,0,0,0
0.405,0.955,-2.345,1,0.166,0.000981,1.63e-05,0.228,0.27,116.122,0,0,0,0,0,0,0,1,0,0,0,0
0.73,0.913,-4.28,1,0.101,0.542,0.0,0.557,0.384,128.015,0,0,0,1,0,0,0,0,0,0,0,0
0.425,0.47,-10.452,1,0.0494,0.531,0.168,0.1,0.126,120.092,1,0,0,0,0,0,0,0,0,0,0,0
0.674,0.57,-8.235,1,0.436,0.0965,0.0,0.154,0.869,117.876,0,0,0,0,0,0,0,0,1,0,0,0
0.562,0.842,-5.229,0,0.0345,0.0192,0.0,0.131,0.544,137.989,0,1,0,0,0,0,0,0,0,0,0,0
0.667,0.869,-5.865,1,0.035,0.34,1.41e-05,0.0696,0.535,95.183,1,0,0,0,0,0,0,0,0,0,0,0
0.795,0.935,-3.627,1,0.0538,0.143,2.01e-06,0.295,0.703,131.997,0,0,1,0,0,0,0,0,0,0,0,0
0.806,0.067,-21.103,1,0.292,0.9,0.0,0.0899,0.643,119.069,1,0,0,0,0,0,0,0,0,0,0,0
0.63,0.822,-5.712,0,0.049,0.021,8.53e-05,0.116,0.944,129.869,0,0,0,0,0,0,0,1,0,0,0,0
0.709,0.733,-4.051,1,0.0782,0.164,0.0,0.113,0.212,140.006,0,1,0,0,0,0,0,0,0,0,0,0
0.568,0.224,-15.069,1,0.0296,0.677,0.0,0.127,0.0709,138.964,0,0,0,0,0,0,1,0,0,0,0,0
0.137,0.863,-7.398,1,0.0734,0.000339,0.781,0.322,0.102,99.778,1,0,0,0,0,0,0,0,0,0,0,0
0.513,0.979,-6.362,1,0.0425,0.0195,0.0951,0.0906,0.94,152.875,1,0,0,0,0,0,0,0,0,0,0,0
0.554,0.853,-3.675,0,0.0972,0.077,8.65e-05,0.272,0.579,148.096,0,0,0,0,0,0,1,0,0,0,0,0
0.515,0.905,-4.62,0,0.0838,0.00232,0.0,0.157,0.899,116.037,0,0,0,0,0,1,0,0,0,0,0,0
0.703,0.444,-9.331,1,0.0417,0.559,0.0,0.0973,0.712,150.96,0,0,0,0,0,0,0,0,0,0,0,1
0.582,0.999,-3.826,1,0.0778,0.169,0.907,0.359,0.369,151.988,0,1,0,0,0,0,0,0,0,0,0,0
0.562,0.321,-12.189,0,0.0364,0.877,4.47e-06,0.103,0.218,126.04,0,0,0,0,0,0,0,0,0,0,0,1
0.689,0.516,-7.484,1,0.0259,0.616,0.0,0.291,0.767,103.905,0,0,0,0,0,0,0,0,0,0,1,0
0.715,0.698,-5.12,1,0.357,0.377,0.0,0.0803,0.661,84.653,0,1,0,0,0,0,0,0,0,0,0,0
0.309,0.966,-7.494,1,0.119,0.000142,0.00521,0.156,0.311,123.545,0,1,0,0,0,0,0,0,0,0,0,0
0.51,0.801,-5.767,0,0.0494,0.00836,0.0,0.105,0.0912,150.02,0,0,0,0,1,0,0,0,0,0,0,0
0.715,0.747,-5.78,0,0.0549,0.0656,0.000156,0.202,0.518,114.015,0,0,0,0,0,0,0,0,0,0,0,1
0.301,0.971,-6.489,1,0.118,1.12e-05,0.604,0.134,0.0358,130.093,0,1,0,0,0,0,0,0,0,0,0,0
0.763,0.658,-10.792,1,0.11,0.0155,2.53e-06,0.0658,0.773,118.428,0,1,0,0,0,0,0,0,0,0,0,0
0.557,0.888,-3.847,1,0.268,0.422,0.0,0.261,0.751,71.627,0,0,0,0,0,0,0,0,0,1,0,0
0.457,0.721,-7.324,1,0.0265,0.235,0.834,0.799,0.633,130.464,1,0,0,0,0,0,0,0,0,0,0,0
0.321,0.953,-12.047,1,0.143,0.00375,0.876,0.14,0.0445,118.265,1,0,0,0,0,0,0,0,0,0,0,0
0.644,0.0563,-19.552,1,0.0509,0.981,0.902,0.117,0.226,105.262,1,0,0,0,0,0,0,0,0,0,0,0
0.806,0.619,-12.331,1,0.0567,0.0689,0.96,0.11,0.151,124.994,0,0,1,0,0,0,0,0,0,0,0,0
0.768,0.685,-11.289,1,0.0303,0.13,0.000268,0.313,0.855,110.994,0,0,1,0,0,0,0,0,0,0,0,0
0.807,0.58,-13.201,1,0.0938,0.189,2.29e-06,0.0672,0.919,101.067,0,0,0,0,0,0,1,0,0,0,0,0
0.162,0.997,-4.532,1,0.0896,1.46e-05,0.988,0.358,0.0634,129.346,0,1,0,0,0,0,0,0,0,0,0,0
0.256,0.958,-7.067,1,0.124,0.0101,0.0,0.182,0.51,182.84,0,1,0,0,0,0,0,0,0,0,0,0
0.437,0.958,-2.781,0,0.0743,0.464,1.99e-06,0.214,0.522,152.038,1,0,0,0,0,0,0,0,0,0,0,0
0.881,0.604,-8.117,1,0.198,0.226,0.121,0.163,0.431,118.05,0,1,0,0,0,0,0,0,0,0,0,0
0.785,0.529,-15.359,0,0.0497,0.00112,0.823,0.0601,0.886,134.038,0,0,0,0,0,0,0,0,0,0,0,1
0.626,0.522,-5.857,1,0.0317,0.686,0.0,0.41,0.628,118.001,0,0,0,0,0,0,0,1,0,0,0,0
0.472,0.652,-10.171,0,0.0305,0.0131,1.12e-05,0.14,0.401,140.124,0,1,0,0,0,0,0,0,0,0,0,0
0.436,0.721,-5.956,0,0.0852,0.273,0.0,0.132,0.73,171.851,0,0,0,0,0,0,0,0,0,0,0,1
0.252,0.304,-10.683,1,0.0363,0.713,0.0109,0.11,0.0893,85.309,0,0,0,0,0,0,0,0,0,0,1,0
0.299,0.985,-3.008,1,0.103,0.0168,0.000204,0.339,0.349,175.934,0,0,0,0,0,0,0,1,0,0,0,0
0.621,0.799,-7.828,1,0.0752,0.791,2.31e-06,0.116,0.642,116.091,0,0,0,0,0,0,0,1,0,0,0,0
0.223,0.868,-8.431,1,0.0685,6.37e-06,0.771,0.346,0.0372,149.836,1,0,0,0,0,0,0,0,0,0,0,0
0.484,0.817,-7.66,1,0.0435,0.104,0.0,0.361,0.728,175.518,0,0,0,0,0,0,0,0,0,0,0,1
0.488,0.361,-7.682,0,0.209,0.135,0.0,0.0989,0.5,196.813,1,0,0,0,0,0,0,0,0,0,0,0
0.477,0.687,-5.721,1,0.0468,0.291,0.0,0.118,0.421,167.947,0,0,0,0,0,0,0,0,0,1,0,0
0.175,0.00725,-31.734,1,0.0409,0.995,0.907,0.0823,0.0398,69.385,1,0,0,0,0,0,0,0,0,0,0,0
0.627,0.883,-8.988,0,0.0947,0.0207,0.00346,0.323,0.252,149.024,0,0,0,0,0,1,0,0,0,0,0,0
0.369,0.192,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,0,0,0,0,1,0,0,0,0,0,0,0
0.447,0.865,-6.056,1,0.039,4.07e-05,0.1,0.321,0.597,118.382,0,0,0,0,0,0,0,0,0,1,0,0
0.336,0.712,-3.66,0,0.0318,0.8,1.48e-05,0.186,0.425,169.384,0,0,0,0,0,0,0,0,0,0,1,0
0.919,0.644,-8.437,0,0.0461,0.138,0.0,0.158,0.977,129.969,0,0,0,0,0,0,1,0,0,0,0,0
0.567,0.72,-5.428,0,0.229,0.0456,3.04e-06,0.167,0.436,188.128,0,0,0,0,0,1,0,0,0,0,0,0
0.472,0.278,-18.291,1,0.0343,0.788,0.00683,0.101,0.413,99.674,0,0,0,0,1,0,0,0,0,0,0,0
0.666,0.62,-9.431,1,0.0488,0.11,2.52e-06,0.496,0.646,144.925,0,0,0,0,0,0,0,0,1,0,0,0
0.669,0.732,-8.724,0,0.244,0.00308,0.0,0.0492,0.727,150.043,0,0,0,0,0,0,1,0,0,0,0,0
0.579,0.471,-12.98,0,0.0535,0.0689,0.000356,0.323,0.445,123.353,0,0,0,0,1,0,0,0,0,0,0,0
0.534,0.423,-10.086,1,0.0539,0.746,0.701,0.0813,0.974,173.745,0,0,0,0,0,1,0,0,0,0,0,0
0.716,0.528,-7.723,1,0.0511,0.642,1.43e-06,0.105,0.482,95.104,0,0,0,0,0,1,0,0,0,0,0,0
0.67,0.371,-13.83,0,0.141,0.57,0.891,0.127,0.1,83.03,0,0,0,0,1,0,0,0,0,0,0,0
0.724,0.744,-4.757,1,0.0398,0.00219,4.49e-06,0.116,0.645,119.978,0,0,0,0,0,0,0,1,0,0,0,0
0.773,0.641,-6.523,0,0.155,0.309,0.0,0.181,0.835,86.967,0,0,0,0,0,1,0,0,0,0,0,0
0.129,0.879,-7.201,0,0.104,1.81e-05,4.12e-05,0.0494,0.277,87.85,0,0,0,0,0,0,0,0,0,0,1,0
0.509,0.0715,-22.005,1,0.0362,0.978,0.734,0.106,0.0386,119.85,0,1,0,0,0,0,0,0,0,0,0,0
0.758,0.946,-0.492,0,0.0803,0.00518,0.00784,0.207,0.688,88.494,0,0,0,0,0,0,0,0,0,0,1,0
0.559,0.66,-4.143,1,0.0512,0.222,0.0,0.193,0.574,163.957,0,0,0,0,0,0,0,1,0,0,0,0
0.648,0.068,-17.357,0,0.0454,0.953,0.0121,0.109,0.578,72.57,0,0,0,0,0,0,0,0,0,1,0,0
0.664,0.624,-9.878,0,0.056,0.309,2.2e-05,0.103,0.469,131.98,0,0,0,0,0,0,0,1,0,0,0,0
0.403,0.237,-10.001,1,0.0391,0.906,0.0,0.111,0.163,144.174,0,0,0,0,0,0,0,1,0,0,0,0
0.728,0.555,-5.871,0,0.101,0.027,0.0,0.205,0.538,90.071,0,0,0,0,0,1,0,0,0,0,0,0
0.661,0.46,-10.224,1,0.0484,0.134,0.675,0.0842,0.232,105.006,0,0,0,0,0,0,0,0,0,1,0,0
0.208,0.32,-12.057,0,0.0321,0.724,0.695,0.129,0.034,74.574,0,0,0,0,1,0,0,0,0,0,0,0
